title|description|participants|submissions|year|phases|reward|reward_USD|duration_day|challenge|website|papers|winner's code|dataset|field of application|ML domain|real task|ML task|dataset size|dataset details|score|metrics|multi-score|multi-task|results submission|code submission|remark|utility
SemEval 2020 Task 2: Predicting Multilingual and Cross-Lingual (Graded) Lexical Entailment|This is a competition set for the Shared Task 2 of the SemEval 2020. The competition includes tasks for predicting graded and binary lexical entailment (i.e., hyponym-hypernym relation between words) for several different languages and cross-lingual language pairs.|162|115.0|2019|3.0|None|None|191.0|https://competitions.codalab.org/competitions/20865|||||linguistics|NLP|predicting binary and graded Lexical Entailment (i.e., is-a or hyponym-hypernym relation) for several different languages (multilingual component) and across languages for several language pairs (cross-lingual component)|multi-class classification|||EN (Gr)|Spearman correlation, F1|True|False|True|False||[0.0]
OpenMonkeyChallenge|Non-human Primate Landmarks detection competition|32|71.0|2021|1.0|None|None|0.0|https://competitions.codalab.org/competitions/34342|||||biology, multimedia|computer vision|detect the 2D coordinates of the landmarks on the non-human primate (NHP) images in the wild|object detection|||MPJPE, <Rank>|MPJPE, PCK@0.2, PCK@0.5, and mAP|True|False|True|False||[4.300044583147572]
IndoNLU Benchmark|12 Natural Language Understanding Tasks|98|1880.0|2020|12.0|None|None|0.0|https://competitions.codalab.org/competitions/26537|||||linguistics|NLP|sentence classification tasks and sequence labeling tasks, with different levels of difficulty, domains, and styles|multi-class classification|||f1|accuracy, macro-precision, macro-recall, and macro-F1|True|True|True|False||[1.0913421126365932]
SemEval-2021 Task 12 - Learning with Disagreements|A SemEval-2021 shared task on learning to classify with datasets containing disagreements.|135|152.0|2020|3.0|0|0|200.0|https://competitions.codalab.org/competitions/25748|||||linguistics|NLP|provide a unified testing framework for learning from disagreements using the best-known datasets containing information about disagreements for interpreting language and classifying images|multi-class classification|||Average|F1, enthropy|True|True|True|False||[0.0]
RSNA Pneumonia Crop|RSNA Pneumonia Crop|20|103.0|2018|2.0|None|None|11489.0|https://competitions.codalab.org/competitions/29560|||||medicine|computer vision|binary classification of normal vs pneumonia|binary classification|||Prediction score|accuracy|False|False|True|True||[1.1096597993231607]
SALICON Saliency Prediction Challenge (LSUN 2017)|Understanding and predicting visual attention in natural scene images.|264|1003.0|2017|1.0|None|None|0.0|https://competitions.codalab.org/competitions/17136|||||biology, multimedia|computer vision|predicting visual saliency in natural scene images|regression|||SAUC|SAUC, IG, NSS, and CC|True|False|True|False||[1.0486328125]
SegTHOR|Segmentation of THoracic Organs at Risk in CT images|510|839.0|2019|2.0|None|None|54.0|https://competitions.codalab.org/competitions/21145|||||medicine|computer vision|segment 4 OAR: heart, aorta, trachea, esophagus|multi-class classification, regression|||Rank <All>|overlap Dice metric (DM), Hausdorff distance (HD)|True|False|True|False||[0.0]
BEA 2019 Shared Task - Grammatical Error Correction - Restricted Track|This is the Codalab competition corresponding to the BEA 2019 Shared Task on Grammatical Error Correction - Restricted Track.|292|18149.0|2019|3.0|None|None|33.0|https://competitions.codalab.org/competitions/20228|||||linguistics|NLP|Grammatical Error Correction|binary classification, text generation|||F_0.5|span-based correction, precision, recall|True|False|True|False||[1.2144286463713405]
MetaDL few-shot learning self-service|Here you can submit datasets to Proto-Networks|12|101.0|2021|1.0|None|None||https://competitions.codalab.org/competitions/31280|||||multimedia|computer vision|meta-learner on a meta-train set and produce a learner (a machine learning algorithm), which will be used to train on classification tasks generated from the meta-test set and evaluated|meta-learning, multi-class classification|||score|accuracy, 5-way 1-shot|False|False|True|True||[1.165687898408874]
Multi-FC|MultiFC: A Real-World Multi-Domain Dataset for Evidence-Based Fact Checking of Claims|284|124.0|2019|1.0|None|None|0.0|https://competitions.codalab.org/competitions/21163|||||claims|NLP|automatic claim verification|multi-class classification|||Average|micro-F1, macro-F1|True|False|True|False||[nan]
SemEval-2018 Task 1: Affect in Tweets (AIT-2018)|We present an array of tasks where systems have to automatically determine the intensity of emotions (E) and intensity of sentiment (aka valence V) of the tweeters from their tweets. We also include a multi-label emotion classification task for tweets. For each task, we provide separate training and test datasets for English, Arabic, and Spanish tweets.|300|1492.0|2017|3.0|None|None|167.0|https://competitions.codalab.org/competitions/17751|||||linguistics, tweets|NLP|determine the intensity of emotions (E) and intensity of sentiment (aka valence V) of the tweeters. We also include a multi-label emotion classification task for tweets. |multi-class classification, regression|||Pearson (all instances) macro-avg|Pearson Correlation Coefficient, Kappa, accuracy|True|True|True|False||[0.0]
ASVspoof 2021 - Post-Challenge - Physical Access track|Automatic Speaker Verification Spoofing and Countermeasures Challenge|25|437.0|2021|1.0|None|None|0.0|https://competitions.codalab.org/competitions/35160|||||speech|signal processing||regression|||min t-DCF|t-DCF, EER|True|False|True|False||[0.0]
Constraint@AAAI2021 - Hostile Post Detection in Hindi|Multi-label Classification of a given Hindi text into various Hostile classes.|215|69.0|2020|3.0|None|None|71.0|https://competitions.codalab.org/competitions/26654|||||linguistics|NLP|The set of valid categories are fake news, hate speech, offensive, defamation, and non-hostile posts. It is a multi-label multi-class classification problem where each post can belong to one or more of these hostile classes. |mult-class classificaition||||weighted F1|False|False|True|False||[0.0]
SemanticKITTI: Moving Object Segmentation|Moving Object Segmentation of automotive LiDAR point cloud sequences.|79|182.0|2021|1.0|None|None|0.0|https://competitions.codalab.org/competitions/28894|||||urbanisme|computer vision|provide motion labels for each point of the test sequences|mult-class classificaition|||IoU (moving)|Jaccard Index or intersection-over-union (IoU) metric|True|False|True|False||[0.0]
SemEval 2021 Task 10 - Source-Free Domain Adaptation for Semantic Processing|Given a trained model, distill and transfer the knowledge to a new domain.|87|98.0|2020|3.0|None|None|237.0|https://competitions.codalab.org/competitions/26152|||||linguistics|NLP|negation detection and time expression recognition|binary classification|||F1|precision, recall and F1|True|False|True|False||[0.0]
SemEval 2018 Task 4: Character Identification on Multiparty Dialogues|An entity linking task where mentions are personal nouns and entities are characters in the TV show, <i>Friends</i>.|95|73.0|2017|2.0|None|None|140.0|https://competitions.codalab.org/competitions/17310|||||linguistics, movies|NLP|assign each mention to its entity, who may or may not participate in the dialogue|||two seasons of the TV show Friends are annotated for this task.|accuracy |accuracy, F1|True|False|True|False||[0.0]
Document-level QE shared task 2018|WMT'18 Quality Estimation shared task, submission platform for predictions at document-level (task4).|7|33.0|2018|1.0|None|None|0.0|https://competitions.codalab.org/competitions/19309|||||linguistics|NLP|identification of an error and its classification according to this typology (by applying a specific tag), the errors will receive a severity scale that will show the impact of each error on the overall meaning, style, and fluency of the translation|machine translation, multi-class classification, regression|||Pearson r|Pearson's correlation, MAE, RMSE|True|True|True|False||[1.3387683431581587]
Transliteration task|Transliteration task|74|594.0|2021|2.0|None|None|364.0|https://competitions.codalab.org/competitions/30932|||||linguistics|NLP|transliteration problem of names from English on Russian. Transliteration of a string means writing this string using the alphabet of another language with the preservation of pronunciation, although not always|machine traslation, text generation|||Accuracy@1|accuracy|False|False|True|False||[1.0714019712505276]
GermEval 2020 Shared Task on the Classification and Regression of Cognitive and Motivational style|The validity of high school grades as a predictor of academic success iscontroversial. During an aptitude test (Operant Motive Test, OMT),participants are asked to write freely associated texts to providedquestions and images. Psychologists can predict subsequentsuccess from these texts.For our task, we provide textual data from the OMT, paired with motives,tests on cognitive and motivational style and school grades, extending sole text classification toprediction of psychometrics.|37|38.0|2019|3.0|None|None|159.0|https://competitions.codalab.org/competitions/22006|||||linguistics, psychology|NLP|classification and regression of cognitive and motivational style from a text: build systems to restore an artificial 'rank' as well as performing classification on an image description that psychologists can investigate on implicit motives|multi-class classification, ordinal regression|||Prediction score|Pearson rank correlation coefficient, precision, recall and F1|True|True|True|True||[0.0]
(Additional scoring) Shared Task on Multilingual protest news detection CASE 2021 @ ACL-IJCNLP 2021|(Additional scoring) Extracting Protests from News Using Automated Methods: Multilingual protest news detection|23|305.0|2021|13.0|None|None|0.0|https://competitions.codalab.org/competitions/31639|||||news|NLP|protest news detection|binary classification, multi-class classification|||score|macro-F1|False|False|True|True||[1.012537286686553]
